"62338","Hal Needham","stunts (uncredited)"
"62339","George Orrison","stunts (uncredited)"
"62340","Harvey Parry","stunts (uncredited)"
"62341","Regina Parton","stunts (uncredited)"
"62342","Regis Parton","stunts (uncredited)"
"62343","Jack Perkins","stunts (uncredited)"
"62344","Joe Pronto","stunts (uncredited)"
"62345","Glenn Randall Jr.","stunts (uncredited)"
"62346","Ronnie Rondell Jr.","stunts (uncredited)"
"62347","Wally Rose","stunts (uncredited)"
"62348","George Sawaya","stunts (uncredited)"
"62349","Fred Scheiwiller","stunts (uncredited)"
"62350","Bill Shannon","stunts (uncredited)"
"62351","David Sharpe","stunts: man dragged by horse (uncredited)"
"62352","Eddie Smith","stunts (uncredited)"
"62353","Bobby Somers","stunts (uncredited)"
"62354","Paul Stader","stunts (uncredited)"
"62355","Tom Steele","stunts (uncredited)"
"62356","Fred Stromsoe","stunts (uncredited)"
"62357","Jerry Summers","stunts (uncredited)"
"62358","April Tatro","stunts (uncredited)"
"62359","Marvin Walters","stunts (uncredited)"
"62360","Dick Warlock","stunts (uncredited)"
"62361","George P. Wilbur","stunts (uncredited)"
"62362","Jerry Wills","stunts (uncredited)"
"62363","Al Wyatt Sr.","stunt coordinator (uncredited) / stunts (uncredited)"
"62364","Walter Wyatt","stunts (uncredited)"
"62365","Joe Yrigoyen","stunts (uncredited)"
"62366","Carroll Timothy O'Meara","assistant editor (as C. Timothy O'Meara)"
"62367","Steve Potter","assistant editor (as Stephen Potter)"
"62368","William P. Owens","unit production manager"
"62369","Alan Fama","makeup artist (as Al Fama)"
"62370","Lola 'Skip' McNalley","hairdresser (as Lola 'Skip' McNally)"
"62371","Terry Miles","makeup artist"
"62372","Sam Gordon","property master"
"62373","John Alvin","poster artist (uncredited)"
"62374","Mel Brooks",NULL
"62375","Morris Hoffman","(as Morey Hoffman)"
"62376","Nessa Hyams",NULL
"62377","Dan Wallin","score mixer (uncredited)"
"62378","Michael S. McLean","(as Michael McLean)"
"62379","Fredric Steinkamp",NULL
"62380","Ann Brebner","casting: San Francisco (uncredited)"
"62381","Robert Kaufman","(screenplay)"
"62382","Floyd Mutrux","(story)"
"62383","Jerry Alpert","wardrobe"
"62384","Agnes Lyon","wardrobe"
"62385","Dan Perri","title designer"
"62386","Sheila Scott","production assistant"
"62387","Terry Terrill","script supervisor"
"62388","Jack Casey","publicist (uncredited)"
"62389","Claude Cuvereaux","secretary to producer and director (uncredited)"
"62390","Dean Jeffries","mechanic (uncredited)"
"62391","George Leslie","location auditor (uncredited)"
"62392","Don Mink","timekeeper (uncredited)"
"62393","James Moffett","first aid (uncredited)"
"62394","Sheridan Dar Reid","location manager (uncredited)"
"62395","Lee Stitch","production secretary (uncredited)"
"62396","Richmond L. Aguilar","electric gaffer (as Rich Aguilar)"
"62397","Paul Brochardt","dolly grip (uncredited)"
"62398","Paul Caven","best boy (uncredited)"
"62399","Ray De La Motte","first assistant camera"
"62400","Gene Evans","camera operator"
"62401","Leonard Lookabaugh","key grip (as Len Lookabaugh)"
"62402","Joseph E. Thibo","first assistant camera"
"62403","Ray De La Motte","assistant camera (uncredited)"
"62404","Paul Schori Jr.","generator operator (uncredited)"
"62405","Peter Sorel","still photographer (uncredited)"
"62406","Joseph E. Thibo","assistant camera (uncredited)"
"62407","Laszlo Kovacs","director of photography (as Laszlo Kovacs)"
"62408","Dominic Frontiere",NULL
"62409","Charles Ball","second unit director"
"62410","Lorin Bennett Salob","second assistant director (as Lorin Salob)"
"62411","Christopher Seitz","first assistant director (as Chris Seitz)"
"62412","William Saint John","trainee assistant director (uncredited)"
"62413","James M. Falkinburg","sound effects (as James Nelson)"
"62414","Arthur Piantadosi","sound re-recording mixer"
"62415","Sam F. Shaw","sound effects (as Sam Shaw)"
"62416","Barry Thomas","sound mixer"
"62417","Victor Goode","mikeman (uncredited)"
"62418","Hilyard M. Brown","(as Hilyard Brown)"
"62419","Floyd Mutrux","executive producer"
"62420","Anthony Ray","associate producer (as Tony Ray)"
"62421","Richard Rush","producer"
"62422","Sass Bedig","special effects"
"62423","Hal Millar","special effects (uncredited)"
"62424","Ernie Smith","special effects (uncredited)"
"62425","Tim Smyth","special effects (uncredited)"
"62426","Charles Bail","stunt coordinator (as Chuck Bail)"
"62427","Phil Adams","stunts (uncredited)"
"62428","Mike Bast","stunts (uncredited)"
"62429","Pamela Bebermeyer","stunts (uncredited)"
"62430","Calvin Brown","stunts (uncredited)"
"62431","Hank Calia","stunts (uncredited)"
"62432","Eddy Donno","stunts (uncredited)"
"62433","Ted Duncan","stunts (uncredited)"
"62434","Kenny Endoso","stunts (uncredited)"
"62435","Leonard P. Geer","stunts (uncredited)"
"62436","Tommy J. Huff","stunts (uncredited)"
"62437","Dean Jeffries","stunts (uncredited)"
"62438","Gray Johnson","stunts (uncredited)"
"62439","Kevin N. Johnston","stunts (uncredited)"
"62440","Peaches Jones","stunts (uncredited)"
"62441","Gary Kent","stunts (uncredited)"
"62442","Gene LeBell","stunts (uncredited)"
"62443","Minor Mustain","stunts (uncredited)"
"62444","Jimmy Nickerson","stunts (uncredited)"
"62445","Frank Orsatti","stunts (uncredited)"
"62446","Regina Parton","stunts (uncredited)"
"62447","Regis Parton","stunts (uncredited)"
"62448","Brandon Pender","stunts (uncredited)"
"62449","Audrey Saunders","stunts (uncredited)"
"62450","Bill Shannon","stunts (uncredited)"
"62451","Tom Steele","stunts (uncredited)"
"62452","Marvin Walters","stunts (uncredited)"
"62453","Don Guidice","assistant editor"
"62454","Randy Roberts","assistant editor"
"62455","Ralph Sandler","assistant editor"
"62456","Anthony Ray","unit production manager (as Tony Ray)"
"62457","Sheila Scott","production manager"
"62458","Joan Phillips","hair stylist"
"62459","Don Schoenfeld","makeup artist (as Donald Schoenfeld)"
"62460","Jerry Graham","property master"
"62461","Pat Grande","construction coordinator (uncredited)"
"62462","Bob Hermann","leadman (uncredited)"
"62463","Gary F. Kieldrup","assistant props (uncredited)"
"62464","Moe Larson","painter (uncredited)"
"62465","Emanuel Rittmiller","swingman (uncredited)"
"62466","Richard Rush",NULL
"62467","Ruby R. Levitt","(as Ruby Levitt)"
"62468","Ed Avery","driver: generator (uncredited)"
"62469","Gil Casper","driver: insert car (uncredited)"
"62470","William Gibson","driver: honeywagon (uncredited)"
"62471","Ron Riner","transportation gaffer (uncredited)"
"62472","Duke Robbins","driver: van (uncredited)"
"62473","Nessa Hyams","(uncredited)"
"62474","Leonard Gardner","(screenplay)"
"62475","Leonard Gardner","(novel ""Fat City"")"
"62476","Walter Thompson",NULL
"62477","Kenneth Hall","music editor (as Ken Hall)"
"62478","Marvin Hamlisch","music supervisor"
"62479","John A. Anderson","wardrobe (uncredited)"
"62480","Wayne Fitzgerald","title designer"
"62481","Gladys Hill","assistant: John Huston"
"62482","Marshall Schlom","script supervisor"
"62483","Denny Shanahan","unit publicist"
"62484","Art 'Klondike' Jones","craft serviceman (uncredited)"
"62485","Vince Martinez","auditor (uncredited)"
"62486","Lorry McCauley","secretary to producer (uncredited)"
"62487","Chuck Mierkey","police contact (uncredited)"
"62488","Edwin Perlstein","business affairs (uncredited)"
"62489","Al Silvani","fight consultant (uncredited)"
"62490","Brad Siniard","first aid (uncredited)"
"62491","Bob Wood","location manager (uncredited)"
"62492","Bob Ziegler","location manager (uncredited)"
"62493","Howard Boyles","grip (uncredited)"
"62494","James Dean","grip (uncredited)"
"62495","Thomas Del Ruth","assistant camera (uncredited)"
"62496","Jack Gereghty","still photographer (uncredited)"
"62497","Danny Gordon","grip (uncredited)"
"62498","Keith McClintock","electrician (uncredited)"
"62499","Richard Moore","additional photographer (uncredited)"
"62500","Larry Ricketts","best boy (uncredited)"
"62501","Martin Rohde","camera assistant (uncredited)"
"62502","Larry Stott","electrician (uncredited)"
"62503","Harry Sundby","gaffer (uncredited)"
"62504","Don Vervase","camera operator (uncredited)"
"62505","Richard Sylbert",NULL
"62506","Conrad L. Hall","(as Conrad Hall)"
"62507","Russell Saunders","assistant director (as Russ Saunders)"
"62508","Terry Carr","second assistant director (uncredited)"
"62509","Al Silvani","second assistant director (uncredited)"
"62510","Tom Overton","sound"
"62511","Arthur Piantadosi","sound"
"62512","Dennis Jones","boom operator (uncredited)"
"62513","Robert Fish","driver: Hollywood (uncredited) / driver: honeywagon (uncredited)"
"62514","Vern Jacobs","driver: generator (uncredited) / driver: trailer (uncredited) / transportation gaffer (uncredited)"
"62515","Duke Robbins","driver: Hollywood (uncredited) / driver: mobile equipment truck (uncredited)"
"62516","David Dworski","associate producer"
"62517","John Huston","producer"
"62518","Ray Stark","producer"
"62519","Dorothy Jeakins",NULL
"62520","Paul Stewart","special effects"
"62521","Nick Bullom","stunts (uncredited)"
"62522","Rachel Schedler","stunts (uncredited)"
"62523","Margaret Booth","supervising editor"
"62524","Abe Lincoln Jr.","assistant editor (uncredited)"
"62525","Russell Saunders","unit production manager (as Russ Saunders)"
"62526","Virginia Jones","hair stylist"
"62527","Jack H. Young","makeup artist (as Jack Young)"
"62528","Richard M. Rubin","property master"
"62529","Charles Gay","leadman (uncredited)"
"62530","Bob Lawless","painter (uncredited)"
"62531","George Luxemberg","props (uncredited)"
"62532","Bill Parks","construction coordinator (uncredited)"
"62533","Hank Stonecipher","construction coordinator (uncredited)"
"62534","John Huston",NULL
"62535","Morris Hoffman",NULL
"62536","Fred Roos",NULL
"62537","Jennifer Shull",NULL
"62538","Laurie Higgins Tobias","co-music editor (uncredited)"
"62539","Dan Wallin","score mixer (uncredited)"
"62540","Caroline Biggerstaff","(as Caroline Ferriol)"
"62541","Jack Hofstra",NULL
"62542","Judy Bell","extras casting"
"62543","Lawrence B. Marcus","(screenplay)"
"62544","Richard Rush","(adaptation)"
"62545","Paul Brodeur","(novel)"
"62546","James S. Appleby","head pilot: WWI-planes (as Jim Appleby)"
"62547","Dan Perri","title designer: main titles"
"62548","Ross Reynolds","helicopter pilot"
"62549","Terry Terrill","script supervisor"
"62550","Susan Title","production coordinator"
"62551","Dean Westgaard","parachutist"
"62552","Dessie Markovsky","post production supervisor (uncredited)"
"62553","Emile Razpopov","post production coordinator (uncredited)"
"62554","Alicia Rivera Frankl","production executive (uncredited)"
"62555","Peter J. Breen","dolly grip (as Peter Breen)"
"62556","Bob Fillis","best boy"
"62557","Tim Griffith","gaffer"
"62558","Joe Harada","still photographer"
"62559","Tad Harrier","best boy grip"
"62560","Frank M. Holgate","underwater photography (as Frank Holgate)"
"62561","Joel King","camera operator"
"62562","Robin Krause","still photographer"
"62563","Barry Oiffer","assistant camera"
"62564","Jack Palinkas","key grip"
"62565","Ronald Vidor","assistant camera (as Ron Vidor)"
"62566","William L. Asman","camera operator (uncredited)"
"62567","Tim Griffith","chief lighting technician (uncredited)"
"62568","Terry Kempf","electrician (uncredited)"
"62569","Michael E. Matteson","grip (uncredited)"
"62570","Tony Rivetti","first assistant camera: additional camera (uncredited)"
"62571","Nelson Tyler","aerial photography (uncredited)"
"62572","Mario Tosi","director of photography"
"62573","Dominic Frontiere",NULL
"62574","Frank Beetson","first assistant director"
"62575","Paula Marcus","second assistant director"
"62576","Richard H. Prince","dga trainee (uncredited)"
"62577","Jeff Bushelman","sound effects"
"62578","Les Fresholtz","sound re-recording mixer"
"62579","Cal Marks","boom operator"
"62580","Michael Minkler","sound re-recording mixer"
"62581","Arthur Piantadosi","sound re-recording mixer"
"62582","James M. Tanenbaum","sound mixer (as Jim Tanenbaum)"
"62583","Lee Strosnider","sound mixer (uncredited)"
"62584","James L. Schoppe","(as James Shoppe)"
"62585","Gary Paulsen","transportation captain"
"62586","Paul Lewis","associate producer"
"62587","Richard Rush","producer"
"62588","Melvin Simon","executive producer"
"62589","Rosanna Norton",NULL
"62590","Milt Rice","head special effects"
"62591","David Domeyer","special effects (uncredited)"
"62592","Mike Edmonson","special effects foreman (uncredited)"
"62593","Phil Adams","stunts"
"62594","A.J. Bakunas","stunts"
"62595","Gregory J. Barnett","stunts (as Greg Barnett)"
"62596","Gary Baxley","stunts"
"62597","Wayne Berg","stunt pilot"
"62598","Norman Blankenship","stunts (as Norm Blankenship)"
"62599","Hank Calia","stunts"
"62600","Deanna Dae Coleman","stunts"
"62601","Erik Cord","stunts"
"62602","Ted Duncan","stunts"
"62603","Larry Dunn","stunts"
"62604","Kenny Endoso","stunts"
"62605","Whitey Hughes","stunts"
"62606","Gray Johnson","stunt coordinator / stunts"
"62607","Mike Johnson","stunts (as John Michael Johnson)"
"62608","Al Jones","stunts (as Alton Leo Jones)"
"62609","John Kazian","wing walker"
"62610","Tom Morga","stunts"
"62611","Regis Parton","stunts (as Reggie Parten)"
"62612","Don Pulford","stunts"
"62613","Walter Robles","stunts"
"62614","Dick Warlock","stunts"
"62615","James Winburn","stunts (as James B. Winborn)"
"62616","Charles Bail","stunts (uncredited)"
"62617","Ross Reynolds","stunts (uncredited)"
"62618","Gary Robert","stunts (uncredited)"
"62619","Andy Blumenthal","assistant editor"
"62620","John Carnochan","assistant editor"
"62621","Dolly Gordon","assistant editor"
"62622","Vicki Hiatt","post-production assistant"
"62623","Robert Leader","editorial coordinator"
"62624","Geoffrey Edwards","assistant editor (uncredited)"
"62625","Ryan Noto","post-production coordinator (uncredited)"
"62626","Frank Beetson","unit production manager"
"62627","Ken Chase","makeup designer"
"62628","Tom Lucas","makeup artist"
"62629","Marina Pedraza","hair stylist"
"62630","Richard Blair","makeup artist (uncredited)"
"62631","Gary Fettis","assistant props"
"62632","Roger Irvin","construction coordinator"
"62633","Donald Krafft","lead man"
"62634","Michel Levesque","assistant art director"
"62635","Douglas E. Madison","property master (as Douglas Madison)"
"62636","Richard Rush",NULL
"62637","Richard Spero",NULL
"62638","Ralph James Hall","music editor (as Ralph Hall)"
"62639","Michael Stone","music mixer"
"62640","Mike Deasy","musician: guitar (uncredited)"
"62641","David E. Blewitt","(as David Blewitt)"
"62642","Leonard Gershe","(screenplay)"
"62643","Leonard Gershe","(play)"
"62644","Seth Banks","costume supervisor: men"
"62645","Edna Taylor","costume supervisor: women"
"62646","Harold Krents","technical advisor"
"62647","Maury Nemoy","title designer"
"62648","Charles M. Powell","public relations"
"62649","Jim Powers","unit publicist"
"62650","Rose Steinberg","script supervisor"
"62651","Arthur Whitelaw","stage producer: New York"
"62652","Mary Loos","story consultant (uncredited)"
"62653","Elmo Buness","dolly operator"
"62654","John Englert","key grip"
"62655","Gene Glick","gaffer"
"62656","Arnold L. Rich","camera operator (as Arnold Rich)"
"62657","Paul E. Borchardt","best boy (uncredited)"
"62658","Dave Friedman","still photographer (uncredited)"
"62659","Victor King","second camera assistant (uncredited)"
"62660","Dennis O'Sullivan","first camera assistant (uncredited)"
"62661","Larry Stott","best boy (uncredited)"
"62662","Robert Clatworthy",NULL
"62663","Charles Lang","director of photography (as Charles B. Lang)"
"62664","Bob Alcivar",NULL
"62665","Ivan Volkman","assistant director"
"62666","David Hawks","second assistant director (uncredited)"
"62667","Ned Kopp","second assistant director (uncredited)"
"62668","Jack Haynes","sound re-recordist"
"62669","Charles T. Knight","sound mixer (as Charles Knight)"
"62670","Arthur Piantadosi","sound re-recordist"
"62671","Richard Tyler","sound re-recordist"
"62672","Phil Mitchell Jr.","mic operator (uncredited)"
"62673","M.J. Frankovich","producer"
"62674","Moss Mabry",NULL
"62675","Conrad E. Palmisano","stunt double: Edward Albert (uncredited)"
"62676","Earle Herdan","assistant editor (uncredited)"
"62677","Mike Frankovich Jr.","unit manager"
"62678","William O'Sullivan","executive production manager"
"62679","Susan Germaine","hairdresser (as Suzy Germain)"
"62680","Karl Silvera","makeup artist"
"62681","Clayton Shair","property master"
"62682","George Luxemberg","props (uncredited)"
"62683","Sam Moore","leadman (uncredited)"
"62684","Milton Katselas",NULL
"62685","Marvin March",NULL
"62686","Bob Ellsworth",NULL
"62687","Tom Scott",NULL
"62688","Phil Proctor","(play) (as Phillip Proctor) &"
"62689","Peter Bergman","(play)"
"62690","Phil Proctor","(adaptation) (as Phillip Proctor) &"
"62691","Peter Bergman","(adaptation)"
"62692","Neal Israel","(screenplay) &"
"62693","Michael Mislove","(screenplay) &"
"62694","Monica Mcgowan Johnson","(screenplay) (as Monica Johnson)"
"62695","David Blangsted","supervising editor"
"62696","John C. Howard",NULL
"62697","Les Fresholtz","sound re-recording mixer (as Lester Fresholtz)"
"62698","Victor Guarnier","sound effects supervisor"
"62699","Dick Kupper","dialogue editor"
"62700","James LaRue","sound mixer"
"62701","Michael Minkler","sound re-recording mixer"
"62702","Phil Mitchell Jr.","boom man (as Phil Mitchell)"
"62703","Arthur Piantadosi","sound re-recording mixer"
"62704","Forest Williams","boom man (as Forrest R. Williams)"
"62705","Ian Campbell","graphics"
"62706","Howard Cole","second prop man (as Howard R. Cole)"
"62707","Olesley Cole","assistant prop man"
"62708","Mark Fabus","set designer (as Mark L. Fabus)"
"62709","Thomas Gark","property master"
"62710","Phil Garner","additional graphics"
"62711","Richard D. Kent","set director"
"62712","Tony Silver","americathon logo by"
"62713","C.D. Taylor","graphics"
"62714","Randal Woodward","stand-by painter"
"62715","John C. Howard","supervising editor"
"62716","Mary Scott","assistant film editor"
"62717","Bobbie Shapiro","assistant film editor (as Bobby Shapiro)"
"62718","Russel Wiles","assistant film editor"
"62719","Jack Baran","first assistant director"
"62720","Stan Jolley","second unit director"
"62721","William R. Lasky","key second assistant director"
"62722","Alice West","key second assistant director"
"62723","Bodie Chandler","music supervisor"
"62724","Dick DeBenedictis","additional orchestrations"
"62725","Jay Levy","executive in charge of music"
"62726","John E. Oliver","music production coordinator (as Johnny Oliver)"
"62727","D'Vaughn Pershing","additional orchestrations"
"62728","George Probert","music editor"
"62729","Ken Runyon","music editor"
"62730","Alfred J. Carranza","assistant music editor (uncredited)"
"62731","George Doering","musician (uncredited)"
"62732","David Nichols","associate producer"
"62733","Edward Rosen","executive producer"
"62734","Joe Roth","producer"
"62735","Marisa Alcaraz","production coordinator"
"62736","Tita Bell","secretary"
"62737","David Chaves","assistant choreographer"
"62738","Michael Dilbeck","liaison: CBS"
"62739","Francis X. Feighan","unit publicist"
"62740","Althea Lawton","secretary to the director (as Althea Lawton Pomeranz)"
"62741","Stuart Lippman","script supervisor"
"62742","Laura McInteer-Rimpau","auditor"
"62743","Michael Mislove","production consultant"
"62744","Jaime Rogers","choreographer"
"62745","Scott Winant","assistant to director"
"62746","Tina Winkler","secretary to the producer"
"62747","Smith Wordes","assistant choreographer"
"62748","Neal Israel",NULL
"62749","Bill Bohny","camera operator"
"62750","Marvin E. Cody","second grip"
"62751","John Greene","electrician (as John C. Greene)"
"62752","Michael Laws","electrician (as Michael J. Laws)"
"62753","Daniel D. Nowack","grip"
"62754","Brice Porter","electrician (as Brice D. Porter)"
"62755","Tony Rivetti","first assistant camera: ""a"" camera / steadicam"
"62756","Ed Simmonds","electrician"
"62757","Alex Skvorzov","best boy"
"62758","Gerald Szillinsky","grip (as Gerald T. Szillinsky)"
"62759","Donald E. Thorin Jr.","second assistant camera"
"62760","Louis Tobin","gaffer"
"62761","Bob West","key grip (as Robert West)"
"62762","Charles Williams","dolly grip"
"62763","Daniel Paredes",NULL
"62764","Leon Chooluck","unit production manager"
"62765","Stan Jolley",NULL
"62766","Gerald Hirschfeld",NULL
"62767","Andy Hylton","costumer (as Andrew R. Hylton)"
"62768","Jane Ruhm","costumer: women"
"62769","Mel Sawicki","assistant costumer (as Melvin F. Sawicki)"
"62770","Joe Finnegan","stunt coordinator"
"62771","Gene LeBell","stunts (uncredited)"
"62772","Benjamin Douglas","makeup artist (as Benjamin V. Douglas)"
"62773","Virginia G. Hadfield","hair stylist (as Virginia Hadfield)"
"62774","Eve Brandstein","casting executive"
"62775","Robin Stoltz","casting: telethon"
"62776","Bert Keyes",NULL
"62777","Bill Feigenbaum","(story development)"
"62778","Thomas Baum","(screenplay)"
"62779","Jozsef Szaloky","(dialogue: Hungarian version)"
"62780","Sid Cooper",NULL
"62781","Magda Hap",NULL
"62782","Maria Kern",NULL
"62783","Endre Berczi","sound"
"62784","Les Fresholtz","sound"
"62785","Arthur Piantadosi","sound (as Art Piantadosi)"
"62786","Ad Roest","sound re-recording mixer"
"62787","Richard Tyler","sound"
"62788","Pal Fazekas","production staff"
"62789","Peter Fabry","production staff"
"62790","Katalin Gyopos","production staff"
"62791","Karoly Hargitai","production staff coordinator"
"62792","Jeno Koltai","production staff coordinator"
"62793","Judit Kormoci","production staff (as Kormoczy Judit)"
"62794","Arpad Lossonczy","production staff"
"62795","Arpad Lorincz","production staff"
"62796","Bela Magyarkuti","production staff"
"62797","Mari Maar","production staff"
"62798","Klari Paal","production staff (as Paal Klara)"
"62799","Erzsebet Pinter","production staff"
"62800","Sandor Polyak","production staff"
"62801","Agnes Pusztai","production staff"
"62802","Istvan Somfai","production staff"
"62803","Katalin Szakacs","production staff (as Szakacs Kati)"
"62804","Ida Szekely","production staff"
"62805","Peter Tamasi","production staff"
"62806","Jozsef Udvarnoki","production staff"
"62807","Gyorgy Varga","production staff"
"62808","Bela Zsebenyi","production staff"
"62809","Bill Feigenbaum",NULL
"62810","Roman Kunz","production leader"
"62811","Karola Acs","production manager"
"62812","Graham Percy",NULL
"62813","Zoltan Bacso",NULL
"62814","Attila Csepela",NULL
"62815","Istvan Harsagi",NULL
"62816","Iren Henrik",NULL
"62817","Andras Klausz",NULL
"62818","Maria Nemenyi",NULL
"62819","Zsuzsa Agocs","animator"
"62820","Karolyne Bakai","animator"
"62821","Gabor Balla","ink and paint artist"
"62822","Gizella Barsi","ink and paint artist"
"62823","Tibor Belay","animator (as Belay Tibor)"
"62824","Istvanne Borsothy","ink and paint artist"
"62825","Anna Botlik","ink and paint artist"
"62826","Anna Boor","ink and paint artist"
"62827","Janosne Buza","ink and paint artist"
"62828","Katalin Banki","animator"
"62829","Imrene Banyasz","ink and paint artist"
"62830","Zsuzsa Barany","animator"
"62831","Sandor Bekesi","animator"
"62832","Tamasne Cser","animator"
"62833","Viktoria Csora","ink and paint artist"
"62834","Gaborne Danyi","animator"
"62835","Pirotska Deak","ink and paint artist"
"62836","Gaborne Dr. Szekely","animator"
"62837","Ferenc Dekany","animator"
"62838","Imrene Eotvos","ink and paint artist"
"62839","Laszlo Farkas","ink and paint artist"
"62840","Rita Fazekas","ink and paint artist"
"62841","Steve Fellner","animator (as Fellner Istvan)"
"62842","Istvan Fillenz","ink and paint artist"
"62843","Katalin Fonyodi","animator"
"62844","Hedvig Geller","ink and paint artist"
"62845","Marianne Glosz","ink and paint artist"
"62846","Gizella Gregan","animator"
"62847","Ildiko Gyarmathy","animator"
"62848","Zsoltne Gyokossy","ink and paint artist"
"62849","Zsuzsa Gaal","ink and paint artist"
"62850","Jozsef Gemes","animation director"
"62851","Klara Halasi","animator"
"62852","Andorne Halasz","ink and paint artist"
"62853","Janos Hangya","animator"
"62854","Edit Hernadi","animator"
"62855","Tibor Hernadi","animator"
"62856","Sandor Hirt","animator"
"62857","Belane Hody","ink and paint artist"
"62858","Judit Jakab","ink and paint artist"
"62859","Nora Javorniczky","animator"
"62860","Magdolna Jehoda","ink and paint artist"
"62861","Ivan Jenkovszky","animator"
"62862","Zsuzsa Joo","ink and paint artist"
"62863","Tamas Jonak","animator"
"62864","Miklos Kaim","animator"
"62865","Gabriella Kanics","animator"
"62866","Edit Katona","ink and paint artist"
"62867","Magda Kecskes","animator"
"62868","Katalin Kelen","ink and paint artist"
"62869","Bea Kiss","ink and paint artist"
"62870","Ivan Kiss","animator"
"62871","Bernadett Klauszne Eleod","ink and paint artist (as Eleod Bernadett)"
"62872","Jenone Koltai","ink and paint artist"
"62873","Gabriella Kovacs Gyorosi","ink and paint artist (as Kovacs Gabriella)"
"62874","Klara Kovacs","ink and paint artist"
"62875","Katalin Kulcsar","ink and paint artist"
"62876","Eva Kutasi","ink and paint artist"
"62877","Istvanne Kuzma","animator"
"62878","Maria Kalman","animator"
"62879","Maria Karpath","animator"
"62880","Edit Ko","ink and paint artist"
"62881","Palne Kover","ink and paint artist"
"62882","Marta Lamy","ink and paint artist"
"62883","Imrene Langer","ink and paint artist"
"62884","Andor Laszlo","ink and paint artist"
"62885","Vilmosne Locsey","animator (as Locsei Vilmosne)"
"62886","Zoltan Madarasz","animator"
"62887","Ferenc Mikulas","ink and paint artist"
"62888","Gyorgy Miko","ink and paint artist"
"62889","Jozsefne Molnar","ink and paint artist"
"62890","Grete Maday","animator"
"62891","Laszlone Matrai","ink and paint artist"
"62892","Ildiko Nagy","ink and paint artist"
"62893","Erzsebet Nyiro","animator"
"62894","Gyozone Nemet","ink and paint artist"
"62895","Kalmanne Nemeth","background assistant"
"62896","Eva Nemeth","ink and paint artist"
"62897","Anna Orban","animator"
"62898","Maria Palotas","ink and paint artist"
"62899","Miklos Papp","ink and paint artist"
"62900","Gyorgyi Peluce","ink and paint artist (as Kovacs Gyorgyi)"
"62901","Istvan Palfi","ink and paint artist (as Pallfy Istvan)"
"62902","Janosne Pocs","ink and paint artist"
"62903","Anna Raicsics","ink and paint artist"
"62904","Rita Rapcsak","ink and paint artist"
"62905","Borbala Remenyi","ink and paint artist"
"62906","Agnes Remenyi","ink and paint artist"
"62907","Geza Rosta","animator"
"62908","Zsuzsa Schrei","ink and paint artist"
"62909","Henrikne Spitzer","ink and paint artist"
"62910","Jenone Szabo","ink and paint artist"
"62911","Szabolcs Szabo","animator"
"62912","Zoltanne Szabo","ink and paint artist"
"62913","Edit Szalay","animator"
"62914","Erzsebet Szamos","ink and paint artist"
"62915","Andrew Szemenyei","animator (as Szemenyei Andras)"
"62916","Istvanne Szijjarto","ink and paint artist"
"62917","Lajosne Szantai","ink and paint artist"
"62918","Csaba Szorady","animator"
"62919","Eva Szorenyi","ink and paint artist"
"62920","Sarolta Toth","animator"
"62921","Jolan Torocsik","ink and paint artist (as Toro Jolan)"
"62922","Janos Uzsak","animator"
"62923","Tamara Varga","ink and paint artist"
"62924","Jozsefne Velebil","ink and paint artist"
"62925","Aniko Vertetics","ink and paint artist"
"62926","Kalman Vizhanyo","ink and paint artist"
"62927","Andras Vegvari","ink and paint artist"
"62928","Janosne Vigh","ink and paint artist"
"62929","Agnes Voller","ink and paint artist"
"62930","Balazsne Zakanyi","ink and paint artist"
"62931","Tamas Eger","ink and paint artist"
"62932","George Barrie","executive producer"
"62933","Robert Halmi Sr.","producer (as Robert Halmi)"
"62934","Roger Moore","executive producer (uncredited)"
"62935","Albert Brooks","(written by) &"
"62936","Monica Mcgowan Johnson","(written by) (as Monica Johnson)"
"62937","David Finfer",NULL
"62938","Ray Alba","sound effects editor"
"62939","Jeff Bushelman","sound effects"
"62940","Les Fresholtz","sound re-recording mixer"
"62941","Bill Nelson","production sound mixer"
"62942","Dan O'Connell","foley artist"
"62943","Arthur Piantadosi","sound re-recording mixer"
"62944","Tex Rudloff","sound re-recording mixer"
"62945","Earl Sampson","boom operator"
"62946","Pat Somerset","sound effects"
"62947","Jeremy Hoenack","sound effects editor (uncredited)"
"62948","Erik L. Nelson","property master"
"62949","Larry Verne","construction coordinator"
"62950","Mike Villarino","propmaker (uncredited)"
"62951","Michael Looney","second assistant director"
"62952","Steve Perry","first assistant director"
"62953","Lance Rubin","music adaptor"
"62954","Shinichi Yamazaki","music editor"
"62955","Linda Henrikson","costumer"
"62956","Christine Zamiara","assistant costumer"
"62957","Alan Falco","transportation coordinator (as Allan Larry Falco)"
"62958","Sharon Clark","assistant to producers"
"62959","Ruth J. Gribin","pre-production secretary"
"62960","Linda Hess","location manager"
"62961","Andree Juviler","location manager"
"62962","Max Manlove","production assistant"
"62963","Karen Martini","production secretary"
"62964","Phyllis Shafrin","auditor"
"62965","Gail Siemers","assistant: Mr. Brooks"
"62966","Frankie Slater","unit publicist"
"62967","Paula Wakefield","location manager"
"62968","Carol Westphall","script supervisor"
"62969","Albert Brooks",NULL
